timedelta,dst
1 days 03:00:00,-5
1 days 04:00:00,1
1 days 05:00:00,4
1 days 06:00:00,6
1 days 07:00:00,7
1 days 08:00:00,7
1 days 09:00:00,4
1 days 10:00:00,9
1 days 11:00:00,6
1 days 12:00:00,6
1 days 13:00:00,7
1 days 14:00:00,3
1 days 15:00:00,1
1 days 16:00:00,-2
1 days 17:00:00,-2
1 days 18:00:00,0
1 days 19:00:00,-2
1 days 20:00:00,-2
1 days 21:00:00,2
1 days 22:00:00,1
1 days 23:00:00,-4
2 days 00:00:00,-7
2 days 01:00:00,-10
2 days 02:00:00,-6
2 days 03:00:00,1
2 days 04:00:00,6
2 days 05:00:00,6
2 days 06:00:00,12
2 days 07:00:00,8
2 days 08:00:00,1
2 days 09:00:00,-1
2 days 10:00:00,-1
2 days 11:00:00,2
2 days 12:00:00,6
2 days 13:00:00,10
2 days 14:00:00,9
2 days 15:00:00,8
2 days 16:00:00,9
2 days 17:00:00,8
2 days 18:00:00,5
2 days 19:00:00,3
2 days 20:00:00,5
2 days 21:00:00,6
2 days 22:00:00,9
2 days 23:00:00,6
3 days 00:00:00,8
3 days 01:00:00,12
3 days 02:00:00,9
3 days 03:00:00,0
3 days 04:00:00,-6
3 days 05:00:00,-5
3 days 06:00:00,-6
3 days 07:00:00,-2
3 days 08:00:00,0
3 days 09:00:00,-5
3 days 10:00:00,-3
3 days 11:00:00,-1
3 days 12:00:00,-4
3 days 13:00:00,-4
3 days 14:00:00,-4
3 days 15:00:00,-2
3 days 16:00:00,-3
3 days 17:00:00,-1
3 days 18:00:00,1
3 days 19:00:00,0
3 days 20:00:00,-3
3 days 21:00:00,-4
3 days 22:00:00,-1
3 days 23:00:00,0
4 days 00:00:00,1
4 days 01:00:00,-3
4 days 02:00:00,-4
4 days 03:00:00,-3
4 days 04:00:00,-4
4 days 05:00:00,-5
4 days 06:00:00,0
4 days 07:00:00,0
4 days 08:00:00,-3
4 days 09:00:00,-12
4 days 10:00:00,-3
4 days 11:00:00,11
4 days 12:00:00,14
4 days 13:00:00,14
4 days 14:00:00,7
4 days 15:00:00,5
4 days 16:00:00,6
4 days 17:00:00,4
4 days 18:00:00,-1
4 days 19:00:00,-3
4 days 20:00:00,-1
4 days 21:00:00,-5
4 days 22:00:00,-4
4 days 23:00:00,-1
5 days 00:00:00,1
5 days 01:00:00,1
5 days 02:00:00,-1
5 days 03:00:00,0
5 days 04:00:00,1
5 days 05:00:00,1
5 days 06:00:00,1
5 days 07:00:00,-1
5 days 08:00:00,-5
5 days 09:00:00,-4
5 days 10:00:00,-3
5 days 11:00:00,-5
5 days 12:00:00,-4
5 days 13:00:00,-1
5 days 14:00:00,-2
5 days 15:00:00,1
5 days 16:00:00,4
5 days 17:00:00,6
5 days 18:00:00,3
5 days 19:00:00,-4
5 days 20:00:00,-3
5 days 21:00:00,1
5 days 22:00:00,3
5 days 23:00:00,-3
6 days 00:00:00,-12
6 days 01:00:00,-13
6 days 02:00:00,-13
6 days 03:00:00,-14
6 days 04:00:00,-14
6 days 05:00:00,-12
6 days 06:00:00,-13
6 days 07:00:00,-12
6 days 08:00:00,-11
6 days 09:00:00,-6
6 days 10:00:00,-6
6 days 11:00:00,-3
6 days 12:00:00,-1
6 days 13:00:00,2
6 days 14:00:00,-1
6 days 15:00:00,-8
6 days 16:00:00,-11
6 days 17:00:00,-7
6 days 18:00:00,-2
6 days 19:00:00,-4
6 days 20:00:00,-6
6 days 21:00:00,-5
6 days 22:00:00,-5
6 days 23:00:00,-5
7 days 00:00:00,-8
7 days 01:00:00,-5
7 days 02:00:00,-3
7 days 03:00:00,-2
7 days 04:00:00,-2
7 days 05:00:00,2
7 days 06:00:00,7
7 days 07:00:00,8
7 days 08:00:00,4
7 days 09:00:00,-3
7 days 10:00:00,-6
7 days 11:00:00,-5
7 days 12:00:00,0
7 days 13:00:00,0
7 days 14:00:00,-3
7 days 15:00:00,-4
7 days 16:00:00,-7
7 days 17:00:00,-10
7 days 18:00:00,-14
7 days 19:00:00,-12
7 days 20:00:00,-13
7 days 21:00:00,-10
7 days 22:00:00,-6
7 days 23:00:00,0
8 days 00:00:00,1
8 days 01:00:00,-1
8 days 02:00:00,0
8 days 03:00:00,1
8 days 04:00:00,1
8 days 05:00:00,-4
8 days 06:00:00,-3
8 days 07:00:00,2
8 days 08:00:00,5
8 days 09:00:00,6
8 days 10:00:00,6
8 days 11:00:00,4
8 days 12:00:00,3
8 days 13:00:00,-1
8 days 14:00:00,-3
8 days 15:00:00,-4
8 days 16:00:00,-3
8 days 17:00:00,0
8 days 18:00:00,0
8 days 19:00:00,0
8 days 20:00:00,3
8 days 21:00:00,5
8 days 22:00:00,6
8 days 23:00:00,6
9 days 00:00:00,6
9 days 01:00:00,5
9 days 02:00:00,3
9 days 03:00:00,5
9 days 04:00:00,2
9 days 05:00:00,2
9 days 06:00:00,2
9 days 07:00:00,5
9 days 08:00:00,5
9 days 09:00:00,4
9 days 10:00:00,6
9 days 11:00:00,8
9 days 12:00:00,8
9 days 13:00:00,7
9 days 14:00:00,4
9 days 15:00:00,0
9 days 16:00:00,-1
9 days 17:00:00,0
9 days 18:00:00,2
9 days 19:00:00,2
9 days 20:00:00,2
9 days 21:00:00,2
9 days 22:00:00,11
9 days 23:00:00,15
10 days 00:00:00,10
10 days 01:00:00,6
10 days 02:00:00,7
10 days 03:00:00,11
10 days 04:00:00,8
10 days 05:00:00,3
10 days 06:00:00,3
10 days 07:00:00,5
10 days 08:00:00,9
10 days 09:00:00,9
10 days 10:00:00,10
10 days 11:00:00,13
10 days 12:00:00,14
10 days 13:00:00,13
10 days 14:00:00,10
10 days 15:00:00,8
10 days 16:00:00,9
10 days 17:00:00,9
10 days 18:00:00,13
10 days 19:00:00,10
10 days 20:00:00,8
10 days 21:00:00,3
10 days 22:00:00,0
10 days 23:00:00,-9
11 days 00:00:00,-11
11 days 01:00:00,-19
11 days 02:00:00,-23
11 days 03:00:00,-18
11 days 04:00:00,-27
11 days 05:00:00,-20
11 days 06:00:00,-13
11 days 07:00:00,-9
11 days 08:00:00,-10
11 days 09:00:00,-4
11 days 10:00:00,-2
11 days 11:00:00,1
11 days 12:00:00,1
11 days 13:00:00,1
11 days 14:00:00,0
11 days 15:00:00,-1
11 days 16:00:00,-1
11 days 17:00:00,1
11 days 18:00:00,-2
11 days 19:00:00,-3
11 days 20:00:00,-4
11 days 21:00:00,-1
11 days 22:00:00,3
11 days 23:00:00,3
12 days 00:00:00,2
12 days 01:00:00,3
12 days 02:00:00,2
12 days 03:00:00,5
12 days 04:00:00,0
12 days 05:00:00,-7
12 days 06:00:00,-9
12 days 07:00:00,-9
12 days 08:00:00,-18
12 days 09:00:00,-17
12 days 10:00:00,-9
12 days 11:00:00,-2
12 days 12:00:00,-2
12 days 13:00:00,-3
12 days 14:00:00,-3
12 days 15:00:00,-4
12 days 16:00:00,-8
12 days 17:00:00,-14
12 days 18:00:00,-18
12 days 19:00:00,-19
12 days 20:00:00,-14
12 days 21:00:00,-9
12 days 22:00:00,-8
12 days 23:00:00,-11
13 days 00:00:00,-9
13 days 01:00:00,-8
13 days 02:00:00,-9
13 days 03:00:00,-10
13 days 04:00:00,-14
13 days 05:00:00,-15
13 days 06:00:00,-9
13 days 07:00:00,-3
13 days 08:00:00,1
13 days 09:00:00,1
13 days 10:00:00,4
13 days 11:00:00,8
13 days 12:00:00,7
13 days 13:00:00,2
13 days 14:00:00,-2
13 days 15:00:00,-2
13 days 16:00:00,5
13 days 17:00:00,11
13 days 18:00:00,9
13 days 19:00:00,7
13 days 20:00:00,11
13 days 21:00:00,15
13 days 22:00:00,16
13 days 23:00:00,12
14 days 00:00:00,2
14 days 01:00:00,-11
14 days 02:00:00,-18
14 days 03:00:00,-17
14 days 04:00:00,-11
14 days 05:00:00,-14
14 days 06:00:00,-18
14 days 07:00:00,-17
14 days 08:00:00,-10
14 days 09:00:00,-8
14 days 10:00:00,-6
14 days 11:00:00,-3
14 days 12:00:00,-2
14 days 13:00:00,-2
14 days 14:00:00,-3
14 days 15:00:00,-5
14 days 16:00:00,-5
14 days 17:00:00,-3
14 days 18:00:00,-2
14 days 19:00:00,-2
14 days 20:00:00,-5
14 days 21:00:00,-7
14 days 22:00:00,-6
14 days 23:00:00,-8
15 days 00:00:00,-7
15 days 01:00:00,-5
15 days 02:00:00,-4
15 days 03:00:00,-7
15 days 04:00:00,-8
15 days 05:00:00,-8
15 days 06:00:00,-7
15 days 07:00:00,-4
15 days 08:00:00,-2
15 days 09:00:00,0
15 days 10:00:00,0
15 days 11:00:00,2
15 days 12:00:00,2
15 days 13:00:00,1
15 days 14:00:00,-1
15 days 15:00:00,-4
15 days 16:00:00,-5
15 days 17:00:00,-3
15 days 18:00:00,-1
15 days 19:00:00,0
15 days 20:00:00,0
15 days 21:00:00,-3
15 days 22:00:00,-5
15 days 23:00:00,-1
16 days 00:00:00,4
16 days 01:00:00,5
16 days 02:00:00,7
16 days 03:00:00,9
16 days 04:00:00,10
16 days 05:00:00,7
16 days 06:00:00,6
16 days 07:00:00,5
16 days 08:00:00,5
16 days 09:00:00,8
16 days 10:00:00,11
16 days 11:00:00,12
16 days 12:00:00,12
16 days 13:00:00,11
16 days 14:00:00,14
16 days 15:00:00,11
16 days 16:00:00,9
16 days 17:00:00,7
16 days 18:00:00,8
16 days 19:00:00,8
16 days 20:00:00,8
16 days 21:00:00,9
16 days 22:00:00,7
16 days 23:00:00,7
17 days 00:00:00,8
17 days 01:00:00,13
17 days 02:00:00,12
17 days 03:00:00,12
17 days 04:00:00,13
17 days 05:00:00,13
17 days 06:00:00,14
17 days 07:00:00,17
17 days 08:00:00,15
17 days 09:00:00,11
17 days 10:00:00,14
17 days 11:00:00,17
17 days 12:00:00,18
17 days 13:00:00,15
17 days 14:00:00,15
17 days 15:00:00,18
17 days 16:00:00,19
17 days 17:00:00,22
17 days 18:00:00,22
17 days 19:00:00,21
17 days 20:00:00,22
17 days 21:00:00,23
17 days 22:00:00,25
17 days 23:00:00,26
18 days 00:00:00,25
18 days 01:00:00,24
18 days 02:00:00,23
18 days 03:00:00,21
18 days 04:00:00,18
18 days 05:00:00,14
18 days 06:00:00,13
18 days 07:00:00,11
18 days 08:00:00,11
18 days 09:00:00,12
18 days 10:00:00,15
18 days 11:00:00,17
18 days 12:00:00,15
18 days 13:00:00,15
18 days 14:00:00,18
18 days 15:00:00,11
18 days 16:00:00,5
18 days 17:00:00,6
18 days 18:00:00,1
18 days 19:00:00,1
18 days 20:00:00,5
18 days 21:00:00,6
18 days 22:00:00,3
18 days 23:00:00,8
19 days 00:00:00,11
19 days 01:00:00,12
19 days 02:00:00,16
19 days 03:00:00,15
19 days 04:00:00,18
19 days 05:00:00,15
19 days 06:00:00,1
19 days 07:00:00,-2
19 days 08:00:00,7
19 days 09:00:00,5
19 days 10:00:00,0
19 days 11:00:00,-9
19 days 12:00:00,-1
19 days 13:00:00,2
19 days 14:00:00,5
19 days 15:00:00,4
19 days 16:00:00,2
19 days 17:00:00,1
19 days 18:00:00,4
19 days 19:00:00,4
19 days 20:00:00,-7
19 days 21:00:00,-13
19 days 22:00:00,-10
19 days 23:00:00,-5
20 days 00:00:00,-6
20 days 01:00:00,-1
20 days 02:00:00,4
20 days 03:00:00,1
20 days 04:00:00,1
20 days 05:00:00,0
20 days 06:00:00,-2
20 days 07:00:00,-7
20 days 08:00:00,-5
20 days 09:00:00,-2
20 days 10:00:00,2
20 days 11:00:00,3
20 days 12:00:00,2
20 days 13:00:00,-1
20 days 14:00:00,1
20 days 15:00:00,2
20 days 16:00:00,4
20 days 17:00:00,7
20 days 18:00:00,10
20 days 19:00:00,8
20 days 20:00:00,5
20 days 21:00:00,2
20 days 22:00:00,4
20 days 23:00:00,7
21 days 00:00:00,3
21 days 01:00:00,4
21 days 02:00:00,4
21 days 03:00:00,6
21 days 04:00:00,5
21 days 05:00:00,-2
21 days 06:00:00,4
21 days 07:00:00,4
21 days 08:00:00,-1
21 days 09:00:00,2
21 days 10:00:00,3
21 days 11:00:00,4
21 days 12:00:00,3
21 days 13:00:00,4
21 days 14:00:00,4
21 days 15:00:00,1
21 days 16:00:00,2
21 days 17:00:00,5
21 days 18:00:00,5
21 days 19:00:00,7
21 days 20:00:00,9
21 days 21:00:00,11
21 days 22:00:00,10
21 days 23:00:00,11
22 days 00:00:00,13
22 days 01:00:00,9
22 days 02:00:00,12
22 days 03:00:00,5
22 days 04:00:00,0
22 days 05:00:00,-4
22 days 06:00:00,-5
22 days 07:00:00,-1
22 days 08:00:00,3
22 days 09:00:00,3
22 days 10:00:00,7
22 days 11:00:00,8
22 days 12:00:00,8
22 days 13:00:00,9
22 days 14:00:00,10
22 days 15:00:00,5
22 days 16:00:00,3
22 days 17:00:00,2
22 days 18:00:00,-3
22 days 19:00:00,-3
22 days 20:00:00,4
22 days 21:00:00,2
22 days 22:00:00,1
22 days 23:00:00,-2
23 days 00:00:00,2
23 days 01:00:00,-2
23 days 02:00:00,0
23 days 03:00:00,3
23 days 04:00:00,3
23 days 05:00:00,4
23 days 06:00:00,3
23 days 07:00:00,-6
23 days 08:00:00,-11
23 days 09:00:00,-14
23 days 10:00:00,-5
23 days 11:00:00,-4
23 days 12:00:00,-9
23 days 13:00:00,-9
23 days 14:00:00,-8
23 days 15:00:00,-7
23 days 16:00:00,-5
23 days 17:00:00,-3
23 days 18:00:00,-3
23 days 19:00:00,-3
23 days 20:00:00,-1
23 days 21:00:00,0
23 days 22:00:00,2
23 days 23:00:00,3
24 days 00:00:00,2
24 days 01:00:00,1
24 days 02:00:00,1
24 days 03:00:00,2
24 days 04:00:00,2
24 days 05:00:00,-1
24 days 06:00:00,-3
24 days 07:00:00,-3
24 days 08:00:00,0
24 days 09:00:00,0
24 days 10:00:00,2
24 days 11:00:00,2
24 days 12:00:00,-1
24 days 13:00:00,-4
24 days 14:00:00,-4
24 days 15:00:00,-4
24 days 16:00:00,-3
24 days 17:00:00,-1
24 days 18:00:00,-2
24 days 19:00:00,-3
24 days 20:00:00,-2
24 days 21:00:00,1
24 days 22:00:00,2
24 days 23:00:00,3
25 days 00:00:00,4
25 days 01:00:00,5
25 days 02:00:00,5
25 days 03:00:00,5
25 days 04:00:00,5
25 days 05:00:00,6
25 days 06:00:00,5
25 days 07:00:00,6
25 days 08:00:00,7
25 days 09:00:00,8
25 days 10:00:00,7
25 days 11:00:00,6
25 days 12:00:00,7
25 days 13:00:00,10
25 days 14:00:00,13
25 days 15:00:00,12
25 days 16:00:00,12
25 days 17:00:00,12
25 days 18:00:00,12
25 days 19:00:00,10
25 days 20:00:00,11
25 days 21:00:00,15
25 days 22:00:00,16
25 days 23:00:00,16
26 days 00:00:00,15
26 days 01:00:00,13
26 days 02:00:00,11
26 days 03:00:00,10
26 days 04:00:00,12
26 days 05:00:00,12
26 days 06:00:00,9
26 days 07:00:00,8
26 days 08:00:00,7
26 days 09:00:00,10
26 days 10:00:00,9
26 days 11:00:00,8
26 days 12:00:00,7
26 days 13:00:00,8
26 days 14:00:00,8
26 days 15:00:00,11
26 days 16:00:00,11
26 days 17:00:00,12
26 days 18:00:00,13
26 days 19:00:00,12
26 days 20:00:00,14
26 days 21:00:00,16
26 days 22:00:00,18
26 days 23:00:00,16
27 days 00:00:00,15
27 days 01:00:00,11
27 days 02:00:00,10
27 days 03:00:00,11
27 days 04:00:00,13
27 days 05:00:00,14
27 days 06:00:00,15
27 days 07:00:00,15
27 days 08:00:00,15
27 days 09:00:00,15
27 days 10:00:00,10
27 days 11:00:00,10
27 days 12:00:00,16
27 days 13:00:00,17
27 days 14:00:00,17
27 days 15:00:00,16
27 days 16:00:00,13
27 days 17:00:00,10
27 days 18:00:00,-1
27 days 19:00:00,-10
27 days 20:00:00,-18
27 days 21:00:00,-25
27 days 22:00:00,-29
27 days 23:00:00,-27
28 days 00:00:00,-25
28 days 01:00:00,-21
28 days 02:00:00,-16
28 days 03:00:00,-19
28 days 04:00:00,-25
28 days 05:00:00,-23
28 days 06:00:00,-15
28 days 07:00:00,-9
28 days 08:00:00,-11
28 days 09:00:00,-1
28 days 10:00:00,-6
28 days 11:00:00,-14
28 days 12:00:00,-12
28 days 13:00:00,-7
28 days 14:00:00,-5
28 days 15:00:00,-3
28 days 16:00:00,-5
28 days 17:00:00,0
28 days 18:00:00,2
28 days 19:00:00,3
28 days 20:00:00,2
28 days 21:00:00,-1
28 days 22:00:00,-6
28 days 23:00:00,0
29 days 00:00:00,0
29 days 01:00:00,-1
29 days 02:00:00,-1
29 days 03:00:00,0
29 days 04:00:00,2
29 days 05:00:00,5
29 days 06:00:00,6
29 days 07:00:00,10
29 days 08:00:00,14
29 days 09:00:00,13
29 days 10:00:00,10
29 days 11:00:00,3
29 days 12:00:00,3
29 days 13:00:00,6
29 days 14:00:00,8
29 days 15:00:00,8
29 days 16:00:00,6
29 days 17:00:00,2
29 days 18:00:00,0
29 days 19:00:00,-4
29 days 20:00:00,-8
29 days 21:00:00,-11
29 days 22:00:00,-11
29 days 23:00:00,-6
30 days 00:00:00,0
30 days 01:00:00,0
30 days 02:00:00,1
30 days 03:00:00,0
30 days 04:00:00,0
30 days 05:00:00,-2
30 days 06:00:00,-2
30 days 07:00:00,-1
30 days 08:00:00,1
30 days 09:00:00,-1
30 days 10:00:00,2
30 days 11:00:00,-1
30 days 12:00:00,-2
30 days 13:00:00,-5
30 days 14:00:00,-3
30 days 15:00:00,-1
30 days 16:00:00,1
30 days 17:00:00,3
30 days 18:00:00,2
30 days 19:00:00,0
30 days 20:00:00,-2
30 days 21:00:00,-2
30 days 22:00:00,0
30 days 23:00:00,2
31 days 00:00:00,3
31 days 01:00:00,-2
31 days 02:00:00,-6
31 days 03:00:00,-10
31 days 04:00:00,-7
31 days 05:00:00,-1
31 days 06:00:00,3
31 days 07:00:00,1
31 days 08:00:00,-1
31 days 09:00:00,10
31 days 10:00:00,13
31 days 11:00:00,11
31 days 12:00:00,6
31 days 13:00:00,1
31 days 14:00:00,5
31 days 15:00:00,3
31 days 16:00:00,-2
31 days 17:00:00,-3
31 days 18:00:00,-2
31 days 19:00:00,-1
31 days 20:00:00,-4
31 days 21:00:00,-8
31 days 22:00:00,-10
31 days 23:00:00,1
32 days 00:00:00,2
32 days 01:00:00,2
32 days 02:00:00,5
32 days 03:00:00,2
32 days 04:00:00,-4
32 days 05:00:00,-7
32 days 06:00:00,-5
32 days 07:00:00,1
32 days 08:00:00,4
32 days 09:00:00,3
32 days 10:00:00,3
32 days 11:00:00,-2
32 days 12:00:00,-6
32 days 13:00:00,-6
32 days 14:00:00,4
32 days 15:00:00,-3
32 days 16:00:00,0
32 days 17:00:00,3
32 days 18:00:00,1
32 days 19:00:00,-3
32 days 20:00:00,-3
32 days 21:00:00,0
32 days 22:00:00,3
32 days 23:00:00,5
33 days 00:00:00,6
33 days 01:00:00,1
33 days 02:00:00,-5
33 days 03:00:00,-6
33 days 04:00:00,-6
33 days 05:00:00,-6
33 days 06:00:00,-2
33 days 07:00:00,0
33 days 08:00:00,5
33 days 09:00:00,6
33 days 10:00:00,7
33 days 11:00:00,6
33 days 12:00:00,4
33 days 13:00:00,3
33 days 14:00:00,4
33 days 15:00:00,3
33 days 16:00:00,4
33 days 17:00:00,7
33 days 18:00:00,9
33 days 19:00:00,7
33 days 20:00:00,7
33 days 21:00:00,4
33 days 22:00:00,4
33 days 23:00:00,4
34 days 00:00:00,5
34 days 01:00:00,8
34 days 02:00:00,3
34 days 03:00:00,0
34 days 04:00:00,-2
34 days 05:00:00,2
34 days 06:00:00,6
34 days 07:00:00,8
34 days 08:00:00,10
34 days 09:00:00,9
34 days 10:00:00,8
34 days 11:00:00,3
34 days 12:00:00,1
34 days 13:00:00,1
34 days 14:00:00,5
34 days 15:00:00,4
34 days 16:00:00,5
34 days 17:00:00,10
34 days 18:00:00,12
34 days 19:00:00,9
34 days 20:00:00,5
34 days 21:00:00,4
34 days 22:00:00,3
34 days 23:00:00,5
35 days 00:00:00,3
35 days 01:00:00,0
35 days 02:00:00,1
35 days 03:00:00,2
35 days 04:00:00,4
35 days 05:00:00,7
35 days 06:00:00,8
35 days 07:00:00,12
35 days 08:00:00,15
35 days 09:00:00,18
35 days 10:00:00,17
35 days 11:00:00,11
35 days 12:00:00,12
35 days 13:00:00,10
35 days 14:00:00,6
35 days 15:00:00,6
35 days 16:00:00,4
35 days 17:00:00,4
35 days 18:00:00,5
35 days 19:00:00,8
35 days 20:00:00,6
35 days 21:00:00,-2
35 days 22:00:00,-9
35 days 23:00:00,-8
36 days 00:00:00,-5
36 days 01:00:00,-6
36 days 02:00:00,-7
36 days 03:00:00,-7
36 days 04:00:00,-3
36 days 05:00:00,-5
36 days 06:00:00,-6
36 days 07:00:00,-1
36 days 08:00:00,4
36 days 09:00:00,8
36 days 10:00:00,6
36 days 11:00:00,2
36 days 12:00:00,3
36 days 13:00:00,3
36 days 14:00:00,4
36 days 15:00:00,11
36 days 16:00:00,9
36 days 17:00:00,8
36 days 18:00:00,4
36 days 19:00:00,6
36 days 20:00:00,5
36 days 21:00:00,3
36 days 22:00:00,1
36 days 23:00:00,0
37 days 00:00:00,0
37 days 01:00:00,-2
37 days 02:00:00,0
37 days 03:00:00,-4
37 days 04:00:00,1
37 days 05:00:00,8
37 days 06:00:00,7
37 days 07:00:00,8
37 days 08:00:00,11
37 days 09:00:00,15
37 days 10:00:00,8
37 days 11:00:00,2
37 days 12:00:00,-3
37 days 13:00:00,-1
37 days 14:00:00,1
37 days 15:00:00,1
37 days 16:00:00,-2
37 days 17:00:00,-1
37 days 18:00:00,1
37 days 19:00:00,-1
37 days 20:00:00,-6
37 days 21:00:00,-13
37 days 22:00:00,-22
37 days 23:00:00,-29
38 days 00:00:00,-28
38 days 01:00:00,-21
38 days 02:00:00,-16
38 days 03:00:00,-16
38 days 04:00:00,-14
38 days 05:00:00,-11
38 days 06:00:00,-8
38 days 07:00:00,-4
38 days 08:00:00,-2
38 days 09:00:00,0
38 days 10:00:00,-4
38 days 11:00:00,-6
38 days 12:00:00,-2
38 days 13:00:00,-2
38 days 14:00:00,-2
38 days 15:00:00,-3
38 days 16:00:00,-4
38 days 17:00:00,-2
38 days 18:00:00,-4
38 days 19:00:00,-7
38 days 20:00:00,0
38 days 21:00:00,5
38 days 22:00:00,7
38 days 23:00:00,4
39 days 00:00:00,0
39 days 01:00:00,-5
39 days 02:00:00,-7
39 days 03:00:00,-3
39 days 04:00:00,0
39 days 05:00:00,-1
39 days 06:00:00,-7
39 days 07:00:00,-11
39 days 08:00:00,-8
39 days 09:00:00,-10
39 days 10:00:00,-4
39 days 11:00:00,-3
39 days 12:00:00,-3
39 days 13:00:00,-5
39 days 14:00:00,-4
39 days 15:00:00,-8
39 days 16:00:00,-11
39 days 17:00:00,-5
39 days 18:00:00,-2
39 days 19:00:00,-6
39 days 20:00:00,-5
39 days 21:00:00,-7
39 days 22:00:00,-9
39 days 23:00:00,-8
40 days 00:00:00,-1
40 days 01:00:00,-2
40 days 02:00:00,-2
40 days 03:00:00,1
40 days 04:00:00,1
40 days 05:00:00,4
40 days 06:00:00,-1
40 days 07:00:00,-1
40 days 08:00:00,4
40 days 09:00:00,6
40 days 10:00:00,7
40 days 11:00:00,5
40 days 12:00:00,9
40 days 13:00:00,12
40 days 14:00:00,7
40 days 15:00:00,4
40 days 16:00:00,4
40 days 17:00:00,6
40 days 18:00:00,7
40 days 19:00:00,3
40 days 20:00:00,-1
40 days 21:00:00,-5
40 days 22:00:00,-7
40 days 23:00:00,-5
41 days 00:00:00,-4
41 days 01:00:00,-2
41 days 02:00:00,-4
41 days 03:00:00,-2
41 days 04:00:00,3
41 days 05:00:00,6
41 days 06:00:00,6
41 days 07:00:00,4
41 days 08:00:00,4
41 days 09:00:00,5
41 days 10:00:00,2
41 days 11:00:00,-1
41 days 12:00:00,-5
41 days 13:00:00,-5
41 days 14:00:00,-3
41 days 15:00:00,-2
41 days 16:00:00,-1
41 days 17:00:00,2
41 days 18:00:00,2
41 days 19:00:00,2
41 days 20:00:00,1
41 days 21:00:00,2
41 days 22:00:00,2
41 days 23:00:00,2
42 days 00:00:00,3
42 days 01:00:00,7
42 days 02:00:00,10
42 days 03:00:00,9
42 days 04:00:00,15
42 days 05:00:00,17
42 days 06:00:00,16
42 days 07:00:00,16
42 days 08:00:00,18
42 days 09:00:00,19
42 days 10:00:00,14
42 days 11:00:00,9
42 days 12:00:00,7
42 days 13:00:00,6
42 days 14:00:00,1
42 days 15:00:00,1
42 days 16:00:00,3
42 days 17:00:00,5
42 days 18:00:00,7
42 days 19:00:00,4
42 days 20:00:00,3
42 days 21:00:00,3
42 days 22:00:00,3
42 days 23:00:00,5
43 days 00:00:00,9
43 days 01:00:00,11
43 days 02:00:00,11
43 days 03:00:00,8
43 days 04:00:00,12
43 days 05:00:00,14
43 days 06:00:00,15
43 days 07:00:00,21
43 days 08:00:00,28
43 days 09:00:00,31
43 days 10:00:00,33
43 days 11:00:00,29
43 days 12:00:00,27
43 days 13:00:00,29
43 days 14:00:00,34
43 days 15:00:00,34
43 days 16:00:00,36
43 days 17:00:00,34
43 days 18:00:00,30
43 days 19:00:00,28
43 days 20:00:00,25
43 days 21:00:00,24
43 days 22:00:00,22
43 days 23:00:00,21
44 days 00:00:00,25
44 days 01:00:00,27
44 days 02:00:00,28
44 days 03:00:00,29
44 days 04:00:00,29
44 days 05:00:00,29
44 days 06:00:00,23
44 days 07:00:00,12
44 days 08:00:00,3
44 days 09:00:00,-5
44 days 10:00:00,-8
44 days 11:00:00,-5
44 days 12:00:00,-8
44 days 13:00:00,-16
44 days 14:00:00,-12
44 days 15:00:00,-8
44 days 16:00:00,-2
44 days 17:00:00,-3
44 days 18:00:00,-5
44 days 19:00:00,-8
44 days 20:00:00,-14
44 days 21:00:00,-6
44 days 22:00:00,2
44 days 23:00:00,8
45 days 00:00:00,9
45 days 01:00:00,10
45 days 02:00:00,9
45 days 03:00:00,9
45 days 04:00:00,8
45 days 05:00:00,8
45 days 06:00:00,-2
45 days 07:00:00,-21
45 days 08:00:00,-23
45 days 09:00:00,-11
45 days 10:00:00,-1
45 days 11:00:00,0
45 days 12:00:00,-8
45 days 13:00:00,-4
45 days 14:00:00,2
45 days 15:00:00,2
45 days 16:00:00,1
45 days 17:00:00,1
45 days 18:00:00,1
45 days 19:00:00,-3
45 days 20:00:00,-9
45 days 21:00:00,-9
45 days 22:00:00,-10
45 days 23:00:00,-7
46 days 00:00:00,-4
46 days 01:00:00,-2
46 days 02:00:00,-7
46 days 03:00:00,-7
46 days 04:00:00,-5
46 days 05:00:00,-5
46 days 06:00:00,-4
46 days 07:00:00,-6
46 days 08:00:00,1
46 days 09:00:00,0
46 days 10:00:00,1
46 days 11:00:00,-2
46 days 12:00:00,-5
46 days 13:00:00,-3
46 days 14:00:00,-4
46 days 15:00:00,-2
46 days 16:00:00,0
46 days 17:00:00,3
46 days 18:00:00,1
46 days 19:00:00,-4
46 days 20:00:00,-3
46 days 21:00:00,-3
46 days 22:00:00,-1
46 days 23:00:00,3
47 days 00:00:00,4
47 days 01:00:00,5
47 days 02:00:00,5
47 days 03:00:00,4
47 days 04:00:00,1
47 days 05:00:00,0
47 days 06:00:00,1
47 days 07:00:00,1
47 days 08:00:00,3
47 days 09:00:00,2
47 days 10:00:00,-2
47 days 11:00:00,-4
47 days 12:00:00,-4
47 days 13:00:00,-2
47 days 14:00:00,0
47 days 15:00:00,4
47 days 16:00:00,4
47 days 17:00:00,6
47 days 18:00:00,7
47 days 19:00:00,4
47 days 20:00:00,0
47 days 21:00:00,-2
47 days 22:00:00,-1
47 days 23:00:00,2
48 days 00:00:00,2
48 days 01:00:00,6
48 days 02:00:00,10
48 days 03:00:00,9
